代码,名称,县(区、市、旗),地区(市、州、盟),省(自治区、直辖市),中心经度(度),中心经度(分),中心经度(秒),中心纬度(度),中心纬度(分),中心纬度(秒),8.行业类别_代码,14.工业总产值（万元）,10.企业规模
520102014001G170950511000,贵阳星明汽车维修中心,南明区,贵阳市,贵州省,106,44,5,26,33,43,3726,192,3
520102014003G173094001000,贵阳市南明区远通汽车修理厂,南明区,贵阳市,贵州省,106,43,42,26,32,14,3726,52,3
520102014005G121441275600,中国烟草贵州进出口有限责任公司,南明区,贵阳市,贵州省,106,43,52,26,29,57,1610,6187.8,2
520102014005G121445904400,贵阳车辆段铸造厂,南明区,贵阳市,贵州省,106,43,42,26,29,30,3714,1200,3
520102014005G170961375200,贵州方鸿包装有限责任公司,南明区,贵阳市,贵州省,106,43,54,26,33,9,2231,9019.7,3
520102014005G191440315600,成都铁路局贵阳机务段,南明区,贵阳市,贵州省,106,43,30,26,31,14,3719,73669,1
520102014007G121440086x00,贵州省木业总公司,南明区,贵阳市,贵州省,106,42,5,26,28,8,2023,3255,2
520102014009G1520102G0162,祁莲红豆腐加工坊,南明区,贵阳市,贵州省,106,48,10,26,29,20,1392,12,3
520102014009G172213233900,贵阳弘民生物肥业有限公司,南明区,贵阳市,贵州省,106,45,6,26,27,22,2624,95.1,3
520102014009G175536529400,贵阳飞帆饲料有限公司,南明区,贵阳市,贵州省,106,45,34,26,26,2,1320,700,3
520102014010G191440318000,成都铁路局贵阳南车辆段,南明区,贵阳市,贵州省,106,43,45,26,30,35,3719,27099.3,2
520102015002G121442956600,贵州天昊电力器材制造有限责任公司,南明区,贵阳市,贵州省,106,45,54,26,33,48,3411,1123,3
520102015002G1520102G0031,贵阳市乌当区童玲汽车修理厂,南明区,贵阳市,贵州省,106,45,54,26,33,48,3726,16,3
520102015002G1520102G0032,贵阳南明田辉汽车修理部,南明区,贵阳市,贵州省,106,45,54,26,33,48,3726,15,3
520102015002G170960767800,贵州航空食品有限公司,南明区,贵阳市,贵州省,106,47,56,26,32,54,1439,1258,3
520102015002G172215691200,贵阳南明春梅酿造有限公司,南明区,贵阳市,贵州省,106,46,48,26,33,5,1469,13856.8,2
520102015002G1L0325477000,贵阳南明欣园食品加工厂,南明区,贵阳市,贵州省,106,47,19,26,33,23,1469,24,3
520102015003G162242911900,贵阳济仁堂药业有限公司,南明区,贵阳市,贵州省,106,46,48,26,32,55,2740,4590,3
520102015003G170960920000,贵州宏宇汽车贸易有限公司,南明区,贵阳市,贵州省,106,44,6,26,33,47,3726,980,3
520102015003G171431223300,贵州天和气体发展有限公司,南明区,贵阳市,贵州省,106,46,20,26,33,36,2619,100,3
520102015003G178979129100,贵阳轰转汽车维修服务有限公司,南明区,贵阳市,贵州省,106,44,6,26,33,47,3726,20.7,3
520102015003G1L0327631200,贵阳南明军昊汽车修理厂,南明区,贵阳市,贵州省,106,44,6,26,33,47,3726,15,3
520102015004G121288336800,贵阳市南明区黔诚好利来食品加工部,南明区,贵阳市,贵州省,106,44,37,26,34,2,1411,83,3
520102015004G170966909400,贵州飞达汽车销售服务有限责任公司,南明区,贵阳市,贵州省,106,44,6,26,33,47,3726,280,3
520102200201G1520102G0170,光华粉加工厂,南明区,贵阳市,贵州省,106,41,8,26,34,15,1431,20,3
520102200201G175016947000,贵阳广顺达汽车销售服务有限公司,南明区,贵阳市,贵州省,106,40,48,26,32,11,3726,450,3
520102200201G175536400400,贵阳隆泰汽车维修有限公司,南明区,贵阳市,贵州省,106,40,49,26,33,49,3726,83,3
520102200202G121449832600,上海大众汽车贵州销售服务有限公司,南明区,贵阳市,贵州省,106,42,14,26,33,29,3726,1200,3
520102200202G121454470800,贵阳华兴汽车修理厂,南明区,贵阳市,贵州省,106,41,50,26,33,22,3726,110,3
520102200202G1520102G0166,吴兴明豆腐厂,南明区,贵阳市,贵州省,106,42,4,26,32,58,1392,22,3
520102200202G162259737400,贵阳宏顺汽车修配厂,南明区,贵阳市,贵州省,106,41,50,26,33,22,3726,46,3
520102200202G166695948800,贵州恒荣源汽车修理有限公司,南明区,贵阳市,贵州省,106,42,0,26,33,21,3726,10,3
520102200202G170961557100,贵阳捷城汽车维修有限公司,南明区,贵阳市,贵州省,106,42,3,26,33,15,3726,79,3
520102200202G170963393X00,贵阳天龙汽车维修站,南明区,贵阳市,贵州省,106,42,48,26,33,40,3726,97.58,3
520102200202G170966215900,贵阳宏发汽车修理厂,南明区,贵阳市,贵州省,106,41,50,26,33,2,3726,64.1,3
520102200202G171433496900,贵阳润田汽车服务有限公司,南明区,贵阳市,贵州省,106,42,3,26,33,15,3726,2079.2,3
520102200202G171438553900,贵阳和平进口汽车修理厂,南明区,贵阳市,贵州省,106,42,48,26,33,40,3726,397.28,3
520102200202G174113489000,贵州天正汽车服务有限公司,南明区,贵阳市,贵州省,106,42,14,26,33,29,3726,175,3
520102200202G174570584900,贵阳市南明区通达利汽车修理厂,南明区,贵阳市,贵州省,106,42,3,26,33,15,3726,70,3
520102200202G176137075100,贵阳新兴万隆汽车救援有限公司,南明区,贵阳市,贵州省,106,42,14,26,33,29,3726,115,3
520102200202G177058889100,贵阳恒利汽修厂,南明区,贵阳市,贵州省,106,42,3,26,33,20,3726,60,3
520102200202G178017119200,贵阳市南明区星源汽车修理厂,南明区,贵阳市,贵州省,106,42,3,26,33,15,3726,70,3
520102200202G178546021700,贵阳市南明区兴迪汽车修理厂,南明区,贵阳市,贵州省,106,41,50,26,33,22,3726,43,3
520102200203G121452178400,贵阳南明南兴汽车修理厂,南明区,贵阳市,贵州省,106,41,12,26,33,4,3726,130,3
520102200203G1520102G0167,张志强面条加工厂,南明区,贵阳市,贵州省,106,40,6,26,32,32,1431,11,3
520102200203G1520102G0168,陈书阳米粉加工厂,南明区,贵阳市,贵州省,106,41,6,26,32,5,1431,5,3
520102200203G1520102G0169,葛凤梅米粉加工厂,南明区,贵阳市,贵州省,106,41,20,26,31,58,1431,20,3
520102200203G1520102G0171,程其武米粉加工,南明区,贵阳市,贵州省,106,41,20,26,31,58,1431,19,3
520102200203G170962117000,贵阳开福洗涤用品有限公司,南明区,贵阳市,贵州省,106,40,25,26,32,6,2671,200,3
520102200203G174114199400,贵阳南明永胜汽车维修有限公司,南明区,贵阳市,贵州省,106,40,57,26,32,37,3726,50,3
520102200203G178977602400,贵州美旺食品开发有限责任公司,南明区,贵阳市,贵州省,106,40,44,26,32,22,1352,11,3
520102200204G121441421100,贵州粤筑食品厂,南明区,贵阳市,贵州省,106,42,26,26,33,0,1419,35,3
520102200204G1520102G0164,贵阳市南明区明德利涂料厂,南明区,贵阳市,贵州省,106,42,26,26,33,0,2641,10,3
520102200204G173094909000,贵阳南明万利糖果食品厂,南明区,贵阳市,贵州省,106,41,59,26,33,0,1421,30,3
520102200204G173098611500,贵阳灵峰铸造材料有限公司,南明区,贵阳市,贵州省,106,42,42,26,32,50,2641,1580,3
520102200204G177058069700,贵阳南明区祥合塑料家具厂,南明区,贵阳市,贵州省,106,42,9,26,32,22,3040,50,3
520102200204G1L0325525500,贵阳南明华晨塑料制品厂,南明区,贵阳市,贵州省,106,42,26,26,32,51,3040,15,3
520102200204G1L0327107900,贵阳市南明区泰禾食品厂,南明区,贵阳市,贵州省,106,42,18,26,32,32,1461,60,3
520102200204G1L0327874800,贵阳南明双阳食品厂,南明区,贵阳市,贵州省,106,41,59,26,33,0,1352,280,3
520102200205G1520102G0001,卢万元汽车修理厂,南明区,贵阳市,贵州省,106,38,11,26,35,22,3726,8,3
520102200205G1520102G0002,饶彬汽车修理厂,南明区,贵阳市,贵州省,106,38,22,26,35,22,3726,8,3
520102200205G1520102G0003,熊小华修理店,南明区,贵阳市,贵州省,106,38,13,26,35,55,3726,4,3
520102200205G1520102G0004,刘正龙摩托车修理店,南明区,贵阳市,贵州省,106,38,12,26,35,54,3726,1,3
520102200205G1520102G0005,南明光正修理部,南明区,贵阳市,贵州省,106,38,54,26,35,4,3679,5,3
520102200205G1520102G0006,南明恒东修理部,南明区,贵阳市,贵州省,106,38,12,26,35,4,3679,5,3
520102200205G1520102G0007,王晓宏修理店,南明区,贵阳市,贵州省,106,38,24,26,35,12,3726,3.5,3
520102200205G1520102G0008,朱勇摩托车修理,南明区,贵阳市,贵州省,106,38,45,26,35,55,3726,2,3
520102200205G1520102G0009,贵阳市南明区鸿兴轻卡汽车修理厂,南明区,贵阳市,贵州省,106,38,42,26,35,44,3726,11.8,3
520102200205G1520102G0010,贵阳星升汽车维修有限公司,南明区,贵阳市,贵州省,106,38,35,26,35,3,3726,5,3
520102200205G162241509100,贵州三力制药有限责任公司,南明区,贵阳市,贵州省,106,38,24,26,35,42,2740,18001,3
520102200205G172215604X00,陕西型汽车服务有限公司贵阳鸿运特约服务站,南明区,贵阳市,贵州省,106,38,2,26,35,47,3726,120,3
520102200205G173094625200,贵阳云岩秉义焊接服务部,南明区,贵阳市,贵州省,106,38,44,26,35,2,3726,15,3
520102200205G174112341100,贵州华昌食品有限公司,南明区,贵阳市,贵州省,106,38,3,26,35,33,1421,1768,3
520102200205G175015029400,贵阳佳和外加剂有限公司,南明区,贵阳市,贵州省,106,38,7,26,35,7,2662,7.63,3
520102201201G121442448200,贵州银燕木业有限责任公司,南明区,贵阳市,贵州省,106,44,26,27,26,11,2030,587,3
520102201201G170962245600,贵阳云关冷轧带肋钢材厂,南明区,贵阳市,贵州省,106,44,12,26,33,49,3230,225,3
520102201201G170965941900,贵阳有利汽车维修服务中心,南明区,贵阳市,贵州省,106,44,12,26,33,49,3726,80,3
520102201201G172216923800,贵阳南明源宏汽车翻新有限公司,南明区,贵阳市,贵州省,106,44,8,26,33,35,3726,500000,3
520102201201G173662268900,贵州美力家具制造有限公司,南明区,贵阳市,贵州省,106,44,7,26,33,36,2100,500,3
520102201201G175535510900,贵阳佳威汽车修理厂,南明区,贵阳市,贵州省,106,44,5,26,33,43,3726,48,3
520102201201G175535617900,贵阳慕湖外加剂有限公司,南明区,贵阳市,贵州省,106,43,31,26,33,24,2662,114,3
520102201201G178018665000,贵阳市南明区顺风汽车修理厂,南明区,贵阳市,贵州省,106,44,8,26,35,35,3726,78,3
520102201202G191446572800,贵阳华利美化工有限责任公司,南明区,贵阳市,贵州省,106,46,11,26,33,57,2641,675.5,3
520102201203G121442541800,贵州福利汽车销售服务有限公司,南明区,贵阳市,贵州省,106,43,37,26,34,42,3726,160,3
520102201203G121451229800,贵阳南明日用精细化工厂,南明区,贵阳市,贵州省,106,44,31,26,34,47,2674,270,3
520102201203G173096546100,贵阳发昌化工有限公司化工涂料分公司,南明区,贵阳市,贵州省,106,44,41,26,34,36,2641,80,3
520102201204G121446450500,贵阳华达生物开发有限公司,南明区,贵阳市,贵州省,106,46,11,26,33,58,2760,81.6,3
520102201204G121450285800,贵阳朝阳水泥厂,南明区,贵阳市,贵州省,106,47,5,26,34,19,3111,1100,3
520102201204G162223051300,贵阳南明老干妈风味食品有限责任公司,南明区,贵阳市,贵州省,106,46,41,26,34,6,1469,1237980,2
520102201204G162243122700,贵州神鹰西服有限公司,南明区,贵阳市,贵州省,106,44,41,26,34,5,1810,1168.9,3
520102201204G171436801800,贵阳申鹏汽车服务有限公司,南明区,贵阳市,贵州省,106,44,6,26,33,47,3726,103,3
520102201204G175539263900,贵阳伊然红清真食品有限公司,南明区,贵阳市,贵州省,106,46,21,26,31,47,1469,300,3
520102201205G171433348000,贵阳南明神龙建材厂,南明区,贵阳市,贵州省,106,46,28,26,33,14,3123,96,3
520103000000G121440538800,中国江南航天工业集团林泉电机厂,云岩区,贵阳市,贵州省,106,39,21,26,35,9,3919,15160,2
520103000000G121441258800,贵州中烟工业有限责任公司贵阳卷烟厂,云岩区,贵阳市,贵州省,106,42,0,26,35,0,1620,893500,1
520103000000G121441450800,一汽贵州汽车配件厂,云岩区,贵阳市,贵州省,106,39,55,26,34,57,3725,8162,2
520103000000G121443053200,贵州轮胎股份有限公司,云岩区,贵阳市,贵州省,106,30,31,26,34,38,2911,431494.56,1
520103000000G121445889306,贵阳市供水总公司西郊水厂,云岩区,贵阳市,贵州省,106,38,34,26,36,16,4610,10444.6,3
520103000000G121446285X00,贵阳东方电镀厂,云岩区,贵阳市,贵州省,106,43,48,26,35,18,3460,309,3
520103000000G121447194000,贵阳市儿童福利院印刷分厂,云岩区,贵阳市,贵州省,106,38,,26,35,,2311,93,3
520103000000G121447354000,贵阳普天物流技术股份有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,3693,0,3
520103000000G121448165500,贵阳市民政福利事业第三服务中心,云岩区,贵阳市,贵州省,106,38,,26,35,,2650,200,3
520103000000G121453757500,贵州合众家具有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2100,950,3
520103000000G121454022100,贵阳艺器彩印厂,云岩区,贵阳市,贵州省,106,38,,26,35,,2312,123.7,3
520103000000G121455076100,贵阳云岩康发砖厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3131,350,3
520103000000G1520102G0001,贵阳云岩竣富汽车修理厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3726,15,3
520103000000G1520103G0001,贵阳云岩荣华床上用品加工厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1711,50,3
520103000000G1520103G0003,贵阳云岩鑫源大米厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1300,9,3
520103000000G1520103G0004,贵阳云岩青松大米厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1300,9,3
520103000000G1520103G0006,贵阳云岩杰美达家具厂,云岩区,贵阳市,贵州省,106,38,,26,35,,2100,5,3
520103000000G1520103G0007,贵阳市云岩渝帆装饰材料厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3110,10,3
520103000000G1520103G0008,贵阳云岩邓勇干粉加工店,云岩区,贵阳市,贵州省,106,38,,26,35,,1431,40,3
520103000000G1520103G0009,贵阳市云岩区晓风食品厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1439,22,3
520103000000G1520103G0010,贵阳云岩洁盛达装饰建材厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3133,10,3
520103000000G1520103G0011,贵阳云岩同鑫米粉加工厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1431,110,3
520103000000G1520103G0012,贵阳云岩宏焱卷闸门厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3412,0,3
520103000000G1520103G0013,佳家酱包装生产厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1462,0,3
520103000000G1520103G0014,贵阳云岩远大厨房设备加工厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3481,0,3
520103000000G1520103G0015,贵州一品包装有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,3060,0,3
520103000000G1520103G0016,贵阳恒昌义齿制作有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2770,0,3
520103000000G1520103G0019,贵阳食宜多食品加工厂,云岩区,贵阳市,贵州省,106,38,,26,35,,1400,0,3
520103000000G152011212197,贵州前进橡胶内胎公司,云岩区,贵阳市,贵州省,106,36,31,26,34,48,2911,8761,2
520103000000G1520112G0001,贵阳云岩天恩卷闸门厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3412,5.76,3
520103000000G1520112G0002,贵阳云岩利达汽车配件厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3725,20,3
520103000000G1520112G0003,贵阳云岩星宁车厢厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3725,6.7,3
520103000000G1520112G0004,贵阳市云岩区洪泽汽车修配厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3726,15,3
520103000000G1520112G0033,何万英砂石场,云岩区,贵阳市,贵州省,106,38,,26,35,,1019,270,3
520103000000G1520112G0052,贵阳乌当杨惠采石厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3131,0,3
520103000000G162220034900,贵州前进橡胶有限公司,云岩区,贵阳市,贵州省,106,38,31,26,34,48,2910,43232.3,2
520103000000G162220320800,贵州大众橡胶有限公司,云岩区,贵阳市,贵州省,106,38,45,26,35,55,2911,8100,2
520103000000G162220340000,贵阳黄果树纸业有限公司,云岩区,贵阳市,贵州省,106,7,20,26,11,3,2319,5000,3
520103000000G162241509100,贵州三力制药有限责任公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2730,2893,3
520103000000G162241909200,贵州华丽装饰材料有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2029,201,3
520103000000G166697277000,贵阳陆华汽车服务有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,3726,572,3
520103000000G167070902700,贵州美之味贸易有限责任公司,云岩区,贵阳市,贵州省,106,38,,26,35,,1411,40,3
520103000000G167071742200,贵州龙腾云马制衣有限责任公司,云岩区,贵阳市,贵州省,106,38,,26,35,,1810,166,3
520103000000G167073803900,贵阳科福制药有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2740,0,3
520103000000G167542981700,贵阳老周哥食品有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,1431,30,3
520103000000G167543017200,贵州瑞森发门业有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,3412,19.8,3
520103000000G167544077600,贵阳祥云印务有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2319,125,3
520103000000G168015055400,贵州天街玉粮米业有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,1300,50,3
520103000000G168015665700,贵阳宽星减震器厂,云岩区,贵阳市,贵州省,106,38,,26,35,,3725,6.5,3
520103000000G168017461X00,贵州禾味食品有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,1400,0,3
520103000000G168019151600,贵阳云岩联合精美纸制品厂,云岩区,贵阳市,贵州省,106,38,,26,35,,2300,12.5,3
520103000000G168396892500,贵阳鸿毅电子加工厂,云岩区,贵阳市,贵州省,106,38,,26,35,,4061,4,3
520103000000G168397587700,贵州森华达包装材料有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,3010,21,3
520103000000G168398379700,贵州捷美达彩色印务有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2311,582,3
520103000000G168399728300,贵阳鑫鸿枫家具有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2100,50,3
520103000000G168399941400,贵阳泰佳达铸造材料有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,2641,21.7,3
520103000000G169271295600,贵阳金茂源汽车服务有限公司,云岩区,贵阳市,贵州省,106,38,,26,35,,3726,72,3
